TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,recency_freq_status,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
0,0,91156,101,74,0,C,25,H,M,2,0,3,659,272,40,1,1,S3,0.111,15,8,12,15,90
1,3,91942,137,74,0,S,16,H,M,2,0,5,868,357,98,1,1,S4,0.545,17,5,12,17,126
0,0,92981,41,74,0,U,1,U,F,,0,,5846,644,65,0,0,A2,0.111,19,20,12,19,36
1,16,93681,89,74,0,U,8,H,M,4,1,4,682,322,88,0,0,A1,0.167,17,16,11,17,79
0,0,93927,137,74,0,U,8,H,F,6,0,6,491,182,92,1,0,A1,0.273,25,24,13,25,128
0,0,94039,77,74,0,U,5,U,U,,0,6,1087,306,70,1,1,S2,0.222,18,10,13,18,76
0,0,95071,137,74,0,C,27,H,M,1,0,3,368,303,69,1,0,A2,0.4,17,6,7,17,130
1,10,95208,65,74,0,R,45,U,F,2,1,1,445,234,79,1,0,A3,0.273,18,10,13,18,54
0,0,96487,101,74,0,S,21,H,M,2,1,,309,269,78,1,1,S2,0,19,10,12,19,92
0,0,96625,137,74,0,T,39,U,F,1,1,4,730,228,50,1,1,S2,0.125,23,10,11,18,97
0,0,97153,77,74,0,T,40,H,M,5,1,5,572,356,74,1,1,S3,0.286,17,7,11,17,69
1,25,98962,65,74,0,R,49,U,F,3,1,1,380,229,82,0,0,A1,0,19,20,14,19,54
1,15,99543,101,74,0,R,49,H,M,6,1,,675,312,84,0,0,A4,0.1,17,9,13,17,90
0,0,99861,101,74,0,R,43,H,F,2,1,1,663,225,83,1,1,S4,0.556,16,5,8,16,105
0,0,100058,65,74,0,U,10,U,M,1,0,5,442,145,56,0,0,N2,0.273,17,10,23,15,57
1,25,100146,137,74,0,S,21,H,M,2,1,4,464,256,79,1,0,A1,0,19,20,8,19,119
0,0,100276,77,74,0,C,23,H,M,4,0,7,923,385,70,1,0,A1,0.091,25,16,11,25,75
0,0,101699,101,74,0,T,41,U,U,,1,1,284,196,66,1,1,S4,0.455,17,10,15,17,91
1,5,101989,137,74,0,R,49,U,F,2,1,0,523,314,88,1,1,S3,0.111,15,5,11,15,114
0,0,102694,137,74,0,C,30,H,F,2,1,2,236,219,72,1,1,S3,0.273,15,10,13,15,129
0,0,102863,77,74,0,R,53,U,F,2,0,1,319,182,77,1,1,S3,0.333,15,15,8,15,76
0,0,103485,137,74,0,R,43,H,M,4,1,6,435,257,88,1,1,S4,0.5,16,4,8,16,124
0,0,106867,29,74,0,S,13,H,M,4,1,,1289,691,98,0,0,N3,0.4,18,17,14,18,24
0,0,106892,101,74,0,S,16,H,F,3,1,7,506,327,63,1,1,S3,0.4,17,16,13,17,91
0,0,107944,137,74,0,U,2,H,F,4,0,9,1199,604,96,1,1,S2,0.222,16,10,14,16,122
1,5,108820,41,74,0,R,43,U,M,4,1,,465,198,82,1,0,A4,0.625,16,5,12,16,36
0,0,109283,77,74,0,C,33,U,M,,0,3,399,147,41,1,0,A1,0.111,22,25,13,22,70
0,0,109941,41,74,0,S,16,H,F,4,1,,530,326,77,0,0,A3,0.222,16,25,14,16,40
0,0,110894,41,74,0,T,36,H,M,2,1,8,497,318,85,0,0,A1,0.143,17,15,10,17,45
1,5,111861,125,74,0,T,41,H,M,1,1,0,340,136,49,1,1,S3,0.2,18,5,5,18,121
0,0,112146,101,74,0,C,28,U,M,,0,5,574,239,84,0,0,A1,0.111,18,20,13,18,100
0,0,112375,137,74,0,T,40,H,F,5,1,8,639,240,85,1,0,A1,0,30,30,13,18,126
1,5,113312,137,74,0,C,23,H,F,5,1,,1229,546,78,1,0,A3,0.444,17,7,10,17,122
0,0,113951,137,74,0,R,45,H,F,3,0,6,290,174,67,1,0,A1,0,17,25,7,17,126
0,0,114531,65,74,0,C,30,H,F,1,0,,237,147,68,1,0,A4,0.4,19,5,11,19,65
0,0,114586,29,74,0,C,30,H,M,1,1,,345,142,75,0,0,A1,0.2,23,25,13,23,30
0,0,116995,101,74,0,U,2,H,F,6,1,9,1813,649,92,1,0,A1,0.1,24,19,11,24,92
0,0,117227,137,74,0,S,21,U,M,,0,4,828,487,85,1,1,S1,0.2,19,10,13,19,129
1,15,117922,77,74,0,R,48,U,M,2,1,2,376,179,74,1,0,A2,0.143,21,10,11,18,66
1,5,118182,137,74,0,R,47,H,M,2,1,,503,213,85,1,1,S3,0,17,6,11,17,124
1,11,119089,77,74,0,R,46,H,M,4,1,6,1038,482,98,1,0,A3,0.111,18,12,13,18,77
0,0,120060,89,74,0,T,41,H,F,2,1,1,225,172,68,0,0,A2,0.25,20,20,13,20,78
0,0,120398,89,74,0,C,32,H,M,1,1,3,457,170,52,0,0,A3,0.375,17,10,14,17,89
0,0,120783,125,74,0,C,30,H,F,1,1,0,255,145,61,1,0,A1,0,18,10,12,18,116
0,0,121254,101,74,0,S,21,H,F,4,0,5,423,294,74,0,0,A1,0,26,19,8,26,92
0,0,122170,113,74,0,S,18,H,F,1,0,8,662,458,89,1,1,S4,0.545,17,5,13,17,104
0,0,122688,137,74,0,T,38,U,M,2,0,5,645,272,33,1,1,S4,0.182,18,10,11,18,130
0,0,125514,77,74,0,U,6,H,F,2,1,6,597,318,80,1,1,S3,0.182,16,14,8,16,66
0,0,125545,125,74,0,U,9,U,F,2,1,6,0,202,1,1,1,S4,0.273,16,8,13,16,124
0,0,126146,53,74,0,U,2,H,M,5,1,8,792,480,90,0,0,A3,0.111,26,10,12,18,52
0,0,126177,53,74,0,U,1,U,F,3,1,6,974,307,28,0,0,L1,0.111,15,15,11,15,52
0,0,127796,137,74,0,T,36,H,F,1,1,,312,243,60,1,0,A1,0.143,18,11,10,18,125
1,6,127823,65,74,0,C,31,U,F,1,1,,258,64,62,1,0,A4,0.364,15,5,13,15,64
0,0,128197,137,74,0,C,30,H,F,2,1,1,222,175,74,1,1,S2,0.111,16,14,14,16,126
0,0,129541,41,74,0,T,35,H,F,2,1,,933,442,83,1,0,A4,0.5,18,5,12,18,36
0,0,130189,125,74,0,U,8,U,U,5,0,6,906,271,59,1,0,A1,0,20,20,15,20,125
0,0,130219,89,74,0,U,2,U,F,,0,9,1557,559,93,1,0,A1,0.111,18,20,13,18,81
0,0,130331,89,74,0,U,8,H,M,1,1,2,580,259,70,0,0,A2,0.2,22,20,12,22,79
0,0,130421,101,74,0,S,18,H,M,2,1,,955,396,64,1,1,S4,0.5,16,9,12,16,93
0,0,131039,41,74,0,T,35,H,F,1,1,,1268,468,91,0,0,A3,0.222,20,11,12,20,35
1,23,132031,41,74,0,R,45,U,M,1,1,0,1345,609,91,1,1,S2,0.3,15,15,13,15,43
0,0,133692,89,74,0,T,35,H,M,4,1,9,879,466,87,1,0,A2,0.273,24,20,13,17,80
0,0,135173,137,74,0,S,20,U,U,,1,6,778,416,81,1,1,S4,0.636,17,7,12,17,130
0,0,135355,89,74,0,S,14,H,M,4,1,9,1193,545,93,1,1,S4,0.545,19,9,12,19,88
1,5,135481,125,74,0,S,12,H,M,4,1,8,974,395,93,1,1,S4,0.455,21,7,12,21,125
0,0,136522,89,74,0,S,15,U,F,,0,9,1610,402,38,1,0,A1,0.091,32,25,12,18,79
0,0,136928,137,74,0,S,18,H,F,4,0,7,793,393,84,1,0,A1,0.1,25,20,12,25,128
0,0,137440,53,74,0,C,29,H,M,2,1,8,866,387,97,0,0,A1,0.111,21,15,12,21,46
1,5,137680,137,74,0,R,48,H,F,2,0,,786,220,78,1,1,S2,0.333,18,10,13,18,109
1,8,137743,65,74,0,C,23,H,F,4,0,6,962,349,96,1,1,S4,0.273,19,4,12,18,57
0,0,139483,77,74,0,U,7,H,F,1,1,,784,268,78,0,0,A1,0,18,15,10,18,76
0,0,140146,137,74,0,R,52,U,F,,0,1,349,122,82,1,0,A1,0,26,15,11,26,129
1,15,140171,137,74,0,T,40,H,M,7,1,5,659,240,71,1,0,A1,0.143,24,10,7,24,130
0,0,140212,65,74,0,C,27,H,F,1,0,6,562,314,63,1,0,A4,0.375,17,13,12,17,56
0,0,142470,65,74,0,U,10,H,F,1,1,,970,138,31,1,0,A3,0.167,17,10,9,17,57
0,0,144037,137,74,0,U,10,H,F,3,1,,2190,386,56,1,0,A1,0,19,10,11,19,130
0,0,144614,137,74,0,U,10,U,F,,0,,1615,233,28,0,0,A1,0,23,15,10,23,124
0,0,144754,113,74,0,U,8,H,F,4,0,3,2676,578,92,1,0,A1,0.143,16,15,9,16,113
0,0,144811,41,74,0,S,13,H,F,7,1,,5913,810,90,0,0,A3,0.375,17,12,12,17,41
1,12,146049,77,74,0,U,2,H,M,5,0,8,2768,550,95,0,0,A2,0.286,16,12,12,16,76
0,0,146512,89,74,0,S,20,U,M,,0,5,2974,385,49,1,0,A1,0.111,26,11,9,26,92
0,0,146802,53,74,0,S,19,U,M,,0,7,2159,485,76,0,0,A2,0.1,20,10,12,20,53
0,0,147330,137,74,0,S,12,H,U,7,1,6,2010,473,82,1,1,S2,0.182,16,32,14,16,124
0,0,150271,29,74,0,S,17,H,F,4,0,,1326,360,53,0,0,A3,0,18,10,12,18,31
1,25,151995,65,74,0,S,11,H,F,3,0,7,1881,413,64,0,0,A1,0.182,25,32,13,25,57
0,0,152090,41,74,0,S,14,H,M,4,1,,2500,628,90,0,0,A2,0.333,17,15,14,17,36
0,0,152318,101,74,0,S,18,H,F,6,1,,1728,470,85,0,0,A1,0.5,17,16,12,17,101
0,0,153081,29,74,0,U,2,H,M,6,1,,4085,539,87,1,1,S4,0.556,16,14,15,16,33
1,21,153467,17,74,0,S,12,U,M,5,0,,1971,553,85,1,0,F1,0.5,17,15,10,17,17
0,0,154179,65,74,0,C,27,H,M,4,1,5,1425,431,76,0,0,A1,0,17,15,10,17,64
0,0,155371,113,74,0,U,8,H,U,3,0,3,878,296,58,1,0,A1,0,24,10,12,24,113
0,0,155878,89,74,0,C,29,H,F,4,1,2,978,200,73,1,0,A1,0.125,25,25,7,25,81
1,10,155963,101,74,0,C,27,H,F,4,0,4,1272,405,82,1,1,S4,0.25,18,12,13,18,93
1,20,159507,17,74,0,T,40,H,F,6,0,,928,409,64,0,0,F1,0.5,16,20,12,16,16
0,0,159806,17,74,0,C,24,H,F,3,1,,1131,477,92,0,0,F1,0,20,25,11,20,20
1,15,159868,125,74,0,C,30,H,F,5,0,3,714,343,77,1,1,S2,0.182,18,15,13,18,125
0,0,160110,41,74,0,C,26,H,M,2,0,,2262,227,59,0,0,A4,0.286,16,6,14,15,41
0,0,160153,113,74,0,C,23,H,M,4,0,6,2939,252,92,1,1,S3,0.364,19,6,13,16,110
1,20,162392,89,74,0,S,13,H,M,6,1,8,3839,683,88,1,0,A1,0.2,24,20,11,24,81
0,0,162703,89,74,0,S,13,H,F,7,0,8,3910,543,87,1,1,S2,0.25,16,11,13,16,88
0,0,163289,137,74,0,U,2,H,F,7,1,8,3292,444,77,1,0,A1,0,17,20,10,17,125
0,0,163408,17,74,0,U,2,U,M,,0,,3238,391,43,0,0,F1,0.5,17,15,10,17,17
0,0,163634,137,74,0,U,2,H,F,7,0,8,4062,562,94,1,0,A1,0,17,35,13,17,129
0,0,166437,137,74,0,U,2,H,F,4,0,,1669,373,84,1,1,S3,0,15,10,8,15,129
0,0,167593,77,74,0,U,6,H,F,6,0,6,2521,467,63,1,1,S2,0.1,18,25,13,18,75
0,0,167667,137,74,0,C,24,H,F,5,1,5,2760,383,76,1,0,L1,0.111,15,25,12,15,122
0,0,169437,125,74,0,T,40,H,M,4,1,4,1705,390,75,1,1,S2,0.1,18,14,8,18,124
0,0,170195,137,74,0,T,34,H,M,6,1,8,3333,474,84,1,0,A2,0.125,17,85,22,17,124
0,0,170438,137,74,0,T,37,H,M,1,1,1,751,214,79,1,1,S2,0.273,17,10,13,17,112
0,0,171948,89,74,0,U,8,H,M,2,1,1,2173,545,92,1,0,A1,0,17,34,13,17,92
1,23,172301,41,74,0,U,2,H,M,3,0,4,1486,361,69,1,0,A2,0.25,16,15,14,16,44
0,0,172839,53,74,0,C,27,U,F,,0,2,929,338,91,0,0,A1,0.125,20,16,12,20,53
0,0,175412,137,74,0,U,2,U,F,2,1,6,806,305,71,1,0,E1,0.143,15,15,9,15,122
1,3,175602,137,74,0,U,10,U,F,,0,,217,97,33,0,0,A4,0.667,19,3,7,19,126
0,0,175811,137,74,0,C,28,H,F,6,1,8,948,390,92,0,0,A1,0.125,26,18,9,26,107
0,0,176038,125,74,0,S,17,H,F,4,1,,727,271,45,1,1,S2,0,26,20,11,22,123
0,0,177119,137,74,0,R,46,U,M,3,1,3,616,178,39,1,0,A1,0,18,19,13,18,129
0,0,177304,89,74,0,R,44,H,F,5,0,3,923,275,78,0,0,A1,0.125,17,20,13,17,81
0,0,177636,137,74,0,T,36,U,M,2,1,2,606,207,73,1,1,S4,0.5,15,7,12,15,130
0,0,177894,29,74,0,T,36,H,F,3,1,,652,298,69,0,0,N2,0.25,18,15,12,18,23
1,15,177927,89,74,0,R,49,U,M,,0,0,709,262,81,0,0,A1,0,19,15,10,19,85
1,5,177962,137,74,0,T,40,H,M,4,0,6,617,332,67,1,1,S4,0.444,15,4,11,15,126
0,0,179555,113,74,0,U,7,H,M,4,0,6,1198,305,46,0,0,A2,0,15,5,13,15,113
0,0,179568,89,74,0,S,16,H,F,1,1,4,838,272,76,1,0,A1,0.2,30,10,12,18,86
0,0,182003,137,74,0,S,20,U,F,,0,4,857,321,66,0,0,A2,0,18,18,12,18,125
1,5,182670,77,74,0,R,49,U,M,,0,4,394,321,83,1,1,S3,0.273,19,6,11,19,69
1,10,182895,137,74,0,C,27,U,U,,0,6,563,340,90,1,1,S2,0.3,18,12,13,18,120
0,0,183162,65,74,0,S,18,H,M,5,1,5,647,391,79,0,0,A1,0,25,16,10,25,62
0,0,184019,137,74,0,C,25,U,M,3,1,0,508,155,13,1,1,S2,0.1,18,10,14,18,130
0,0,184261,89,74,0,C,27,H,M,2,0,2,493,267,68,0,0,A2,0,19,10,13,19,78
0,0,185747,113,74,0,R,42,U,M,,1,9,1056,307,77,1,0,A1,0,17,15,20,10,104
0,0,185805,125,74,1,S,14,H,F,5,0,8,1110,600,98,1,0,E4,0.222,17,10,9,4,124
1,15,186198,113,74,1,U,3,U,F,4,1,6,835,358,41,1,1,S2,0.273,19,15,21,10,104
1,15,186528,137,74,1,C,25,H,F,2,1,8,535,244,72,1,0,A3,0.2,17,10,19,8,130
1,10,188316,89,74,1,S,21,H,F,2,0,1,661,320,87,1,0,A1,0,19,25,23,6,88
0,0,188378,53,74,1,R,44,H,F,2,1,4,655,362,81,0,0,A2,0,15,15,18,6,52
0,0,188683,137,74,0,?,,U,M,,1,3,643,249,54,1,0,A1,0,20,3,16,5,118
0,0,189018,101,74,1,S,13,U,M,6,1,,5931,1500,91,1,1,S3,0.333,18,10,6,4,103
0,0,191491,113,74,1,?,,U,U,,0,2,708,363,91,1,0,A1,0,19,15,11,19,104
0,0,191550,101,74,1,?,,U,M,6,0,7,1453,419,97,1,0,A1,0.222,17,15,25,5,92
0,0,191643,125,74,1,C,27,H,M,2,0,8,985,466,87,1,1,S2,0.2,18,10,13,18,121
0,0,37,113,75,0,S,11,H,F,5,0,9,2388,405,63,1,1,S3,0.545,14,19,32,6,105
1,10,368,137,75,0,U,2,H,M,6,1,7,2257,485,84,1,0,A1,0.444,19,10,24,19,129
0,0,539,89,75,0,S,14,H,M,5,1,,2003,909,98,0,0,A1,0,26,33,19,26,78
0,0,702,101,75,0,T,35,H,F,7,1,9,1125,550,90,1,0,A2,0.3,13,10,26,13,92
1,35,718,101,75,0,C,27,H,F,3,0,2,1215,296,49,0,0,A1,0.091,18,36,22,18,105
1,15,1012,137,75,0,T,35,H,M,5,0,9,1133,430,80,1,1,S2,0.455,17,13,28,5,122
1,2,1293,101,75,0,S,18,H,F,2,0,,917,462,94,1,0,A4,0.3,20,5,13,20,92
1,35,1371,53,75,0,S,13,U,F,,0,8,2753,504,77,0,0,A3,0.111,19,20,14,19,53
1,15,1617,29,75,0,S,13,H,F,4,0,,5970,1386,94,1,0,A3,0.5,11,11,28,6,45
1,5,1986,137,75,0,U,2,U,F,,0,5,1368,379,84,1,1,S3,0.273,16,6,31,6,128
1,5,2583,77,75,0,S,12,H,F,5,1,,1085,489,84,1,0,A4,0.556,14,5,24,14,75
0,0,3513,17,75,1,C,22,H,F,2,1,,767,341,48,0,0,F1,0,20,25,25,15,20
1,36,3763,65,75,1,R,46,U,M,,0,5,694,244,82,1,0,A4,0.364,12,25,45,4,69
0,0,3986,101,75,1,S,13,H,M,6,0,9,4467,642,86,1,0,A1,0.1,26,10,33,11,105
0,0,4094,89,75,1,T,35,H,F,6,0,,2315,766,94,0,0,E4,0.5,21,1,13,20,79
0,0,4127,125,75,1,U,5,H,F,5,0,4,875,285,61,0,0,A2,0.3,18,15,17,18,119
1,6,4314,137,75,1,U,7,H,F,2,1,2,678,267,43,1,1,S4,0.3,17,5,15,17,130
0,0,4503,113,75,1,S,17,H,M,2,1,4,1031,289,57,0,0,A2,0,15,10,22,15,104
0,0,4627,65,75,1,S,15,H,F,4,1,3,3239,353,26,1,1,S4,0.636,21,6,19,18,56
1,7,5140,125,75,1,S,14,H,M,3,1,,3247,653,97,1,1,S3,0.143,17,9,22,17,124
1,10,5335,77,75,1,R,46,H,F,3,0,7,515,271,76,1,1,S3,0.273,17,10,14,17,76
0,0,5537,125,75,1,?,,U,M,2,0,1,1108,300,81,1,0,A1,0.273,25,11,27,16,128
0,0,5906,77,75,1,U,9,H,M,2,1,2,584,264,34,0,0,A1,0.286,18,15,16,18,88
0,0,6232,137,75,1,S,11,H,M,7,0,9,0,237,1,1,0,A3,0.273,16,15,16,16,129
0,0,6293,137,75,1,S,11,H,M,6,1,9,1733,510,63,1,0,A1,0.167,21,17,21,21,130
1,14,6388,89,75,1,U,2,H,F,4,1,4,2723,334,57,1,0,A1,0.2,16,14,29,16,89
1,20,6587,101,75,1,U,5,H,F,4,1,6,1664,472,90,1,0,A1,0.182,22,20,17,22,92
1,16,6643,101,75,1,C,24,H,M,7,0,7,3199,490,79,0,0,A2,0.25,17,15,24,7,91
0,0,6659,137,75,1,C,22,H,M,6,1,9,1300,439,44,1,1,S4,0.6,16,19,40,5,126
0,0,6899,137,75,1,C,22,H,M,5,1,7,757,360,61,1,1,S2,0.182,18,10,17,18,122
0,0,7074,137,75,1,S,16,H,F,1,1,5,506,326,88,1,1,S3,0.5,25,7,13,25,125
1,25,7836,89,75,1,T,35,H,M,4,1,6,2123,458,66,0,0,A4,0.4,13,20,38,8,81
0,0,7932,89,75,1,S,17,H,F,3,0,6,1973,385,40,1,0,A3,0.273,23,10,23,21,81
0,0,8136,137,75,1,C,30,H,F,1,0,,383,211,69,1,1,S4,0.444,19,5,30,15,98
1,47,8272,137,75,1,R,49,H,F,4,0,3,448,233,69,1,0,A1,0.364,24,39,18,6,260
0,0,10434,113,75,1,R,51,U,M,4,0,2,358,181,84,0,0,A2,0.125,20,20,21,20,105
1,50,10489,113,75,1,R,45,U,F,,0,6,437,184,76,1,1,S4,0.143,15,40,21,15,103
0,0,10619,89,75,1,C,25,U,M,2,1,6,913,223,47,0,0,A1,0,18,16,20,18,79
0,0,10952,113,75,1,T,40,U,M,,0,7,1044,414,94,1,0,A1,0.3,19,12,31,7,104
1,10,12234,101,75,1,C,28,H,F,7,0,5,2247,357,67,1,1,S3,0.222,24,8,25,8,90
0,0,12846,89,75,1,U,6,U,M,,0,6,2228,413,58,1,0,A1,0.182,24,25,29,21,81
0,0,13269,53,75,1,S,18,H,F,2,0,5,491,272,65,1,1,S4,0.3,18,10,28,18,52
1,15,13434,137,75,1,R,46,H,M,3,1,1,1044,269,88,1,0,A1,0.222,25,10,27,16,121
0,0,14124,137,75,1,C,24,U,M,5,1,9,1348,535,80,0,0,A1,0.143,20,15,18,4,147
1,15,14154,77,75,1,T,35,U,F,2,0,3,801,393,88,0,0,A1,0.182,26,15,25,6,70
0,0,14501,53,75,0,S,18,U,F,2,0,3,468,320,85,1,0,A1,0.091,19,100,30,19,53
1,25,15038,137,75,0,T,40,U,M,3,0,7,849,457,93,1,0,A1,0.111,17,19,14,17,108
1,30,15349,17,75,0,C,29,U,M,,0,,651,201,38,0,0,F1,0,19,20,10,19,19
1,20,16871,77,75,0,T,34,U,M,5,0,9,1488,513,89,1,1,S2,0.1,23,20,12,23,69
0,0,16875,137,75,0,C,22,H,M,7,1,8,951,307,43,0,0,A1,0,18,15,11,18,101
0,0,17245,29,75,0,T,38,H,F,1,1,,839,264,61,0,0,A1,0.333,16,25,12,16,29
0,0,17442,89,75,0,C,22,H,F,2,1,9,1046,384,48,0,0,A1,0,26,20,11,26,82
0,0,18502,113,75,0,R,47,U,F,3,0,,451,238,79,1,0,A1,0,18,10,12,18,110
1,12,18584,137,75,0,C,27,H,F,2,1,5,671,261,65,0,0,A2,0.125,21,14,14,21,130
0,0,20035,17,75,0,T,38,H,M,2,0,,599,262,38,0,0,F1,0.333,20,20,10,20,20
1,38,21885,137,75,0,T,40,H,M,2,1,0,1095,401,87,1,0,A1,0,26,38,13,26,119
0,0,22743,65,75,0,C,24,H,F,5,1,6,707,310,61,1,1,S3,0.3,18,10,14,18,57
0,0,23028,77,75,0,S,17,H,F,5,1,5,578,243,23,0,0,A1,0.167,15,20,13,15,75
0,0,23430,53,75,0,C,22,H,F,1,1,7,2933,277,44,0,0,A1,0.1,25,30,11,25,51
0,0,23515,77,75,0,C,23,H,M,5,1,9,2108,500,90,0,0,A1,0.111,18,25,15,18,69
0,0,25601,29,75,0,U,8,H,M,3,1,,574,210,58,0,0,A1,0.167,18,15,10,18,29
1,28,26410,29,75,0,S,11,H,F,5,1,,821,361,54,0,0,A2,0.286,21,25,13,21,32
0,0,26825,41,75,0,S,17,H,F,3,0,,871,408,50,0,0,A2,0.222,18,15,12,18,38
1,10,27484,137,75,0,T,40,H,M,7,1,5,1010,505,94,1,0,A1,0.111,19,12,12,19,114
0,0,27575,29,75,0,R,44,H,M,2,1,,642,326,84,0,0,A3,0.143,20,10,12,20,32
0,0,27883,137,75,0,R,44,H,M,2,1,6,759,368,90,1,1,S3,0.4,15,5,6,15,123
1,20,28718,17,75,0,C,31,H,M,5,1,,512,190,23,0,0,N1,0.333,21,20,8,21,21
0,0,30244,41,75,0,C,25,H,F,4,0,,563,324,47,0,0,A2,0.2,18,25,13,18,41
1,15,30433,125,75,0,C,24,H,F,4,1,8,821,390,70,1,1,S2,0.273,16,15,14,16,124
0,0,31174,113,75,0,C,25,U,F,1,1,2,614,240,12,1,1,S3,0.455,16,10,15,16,104
0,0,31496,29,75,0,R,46,U,M,2,0,,531,282,77,0,0,A1,0,16,20,11,16,31
0,0,33077,137,75,0,T,39,H,M,1,0,2,662,278,27,1,0,A1,0,26,20,8,26,111
0,0,33577,17,75,0,C,30,H,F,3,0,,259,124,55,0,0,F1,0.333,21,15,8,21,21
0,0,33774,41,75,0,R,42,H,M,7,0,6,1087,326,72,1,1,S3,0.364,24,11,11,24,44
0,0,34002,89,75,0,T,39,H,M,2,0,6,729,329,81,1,0,A1,0,18,13,16,18,90
1,5,34079,41,75,0,C,27,H,F,2,1,,801,324,59,1,1,S4,0.6,17,6,13,17,41
0,0,34568,41,75,0,S,12,H,F,3,1,,1028,415,95,0,0,A3,0.333,19,16,13,19,40
0,0,35062,137,75,0,T,35,U,M,,0,8,1021,420,84,1,0,A1,0,18,13,12,18,128
0,0,36094,113,75,0,C,33,H,M,4,0,4,1193,327,76,1,0,A1,0,19,21,15,19,102
1,31,36460,29,75,0,U,3,H,F,6,1,,3637,238,75,1,0,A3,0.222,19,25,12,19,33
1,9,36956,101,75,0,R,49,U,F,,0,5,778,286,47,1,1,S4,0.545,22,7,12,22,101
0,0,38144,113,75,0,U,8,H,F,4,1,3,1292,394,87,1,0,A2,0.222,18,13,15,18,105
1,10,38266,29,75,0,U,8,H,F,4,0,,590,267,85,0,0,N1,0,,15,5,23,23
0,0,39115,29,75,0,U,8,H,F,3,1,,722,270,80,1,0,A3,0.25,15,9,13,15,29
0,0,39496,17,75,0,S,13,H,F,7,1,,5347,696,91,0,0,N2,0.5,17,25,11,16,17
1,15,39667,101,75,0,S,18,H,M,7,1,7,809,358,71,1,0,A2,0.3,20,15,13,20,92
0,0,40096,17,75,0,C,30,H,F,1,1,,663,197,32,0,0,N2,0.333,16,16,11,16,21
1,5,41089,113,75,0,C,28,U,F,2,1,7,883,374,94,1,1,S2,0,19,11,10,19,110
1,12,41243,113,75,0,S,16,U,F,,0,3,556,246,82,1,0,A2,0,20,12,13,20,102
0,0,41913,137,75,0,U,10,U,F,,1,4,0,0,0,1,1,S3,0.4,16,9,15,16,116
0,0,42292,137,75,0,T,37,H,M,7,0,4,870,498,87,1,1,S4,0.455,17,4,12,17,128
0,0,42445,77,75,0,C,28,U,F,,0,0,614,272,56,1,1,S4,0.455,17,16,13,17,77
1,12,42509,89,75,0,C,33,H,M,5,1,2,698,231,89,1,0,A1,0,18,10,14,18,89
1,10,42878,41,75,0,C,29,H,F,1,1,,595,248,83,1,0,A3,0.3,19,10,13,19,41
0,0,42940,53,75,0,T,34,H,F,3,0,,3530,704,76,1,1,S3,0.6,21,11,12,21,53
1,20,43013,101,75,0,R,49,U,F,2,1,,697,248,79,0,0,A1,0,19,20,11,19,93
0,0,43174,113,75,0,C,23,U,F,4,0,8,1730,448,89,1,0,A1,0,26,15,9,26,113
1,20,43226,29,75,0,C,28,H,M,7,1,,764,269,89,0,0,A1,0.333,22,20,10,22,29
0,0,43688,29,75,0,C,29,H,F,6,1,,519,248,36,0,0,A1,0.2,17,15,10,17,32
0,0,44362,101,75,0,C,29,H,M,2,0,5,524,221,87,1,1,S4,0.091,16,15,16,16,101
0,0,44418,137,75,0,T,36,H,M,2,1,1,666,210,69,1,1,S3,0.375,16,5,12,16,127
0,0,44428,29,75,0,C,28,H,M,3,1,,936,249,90,1,0,N4,0.6,17,7,13,17,24
0,0,45305,41,75,0,U,8,U,M,,0,,712,226,68,0,0,A1,0.182,22,53,13,22,41
0,0,45368,41,75,0,C,29,H,F,6,1,,880,313,83,0,0,A2,0.286,19,20,12,19,31
0,0,46250,65,75,0,C,32,H,M,1,1,,516,168,74,0,0,A1,0.2,21,15,10,21,54
0,0,46397,17,75,0,C,26,H,F,2,0,,980,335,88,0,0,N3,0.333,17,11,13,17,20
0,0,46652,101,75,0,T,39,H,F,3,1,6,715,293,86,1,1,S3,0.5,19,6,12,19,93
0,0,46955,89,75,0,R,45,U,U,,0,5,481,260,89,1,0,A2,0.111,16,12,14,16,80
0,0,47233,125,75,0,T,40,H,M,4,0,2,705,349,90,1,0,A1,0.167,24,25,8,24,124
0,0,48631,17,75,0,R,43,H,F,4,1,,483,179,61,0,0,F1,0.5,16,25,11,16,16
0,0,48806,89,75,0,C,31,H,M,2,0,,933,444,66,1,1,S2,0.25,21,23,12,21,81
0,0,48903,137,75,0,R,51,H,M,3,0,5,358,218,85,1,0,A1,0.143,20,12,11,20,129
0,0,49175,113,75,0,R,53,U,M,1,0,2,321,171,75,0,0,A1,0,18,25,15,18,104
1,20,49455,113,75,0,C,24,U,F,5,0,9,2357,937,97,0,0,A1,0,18,20,13,18,105
